EventID,Origin Date,Origin Time,Latitude (WGS84),Longitude (WGS84),Depth,RMS,Magnitude,phases,evaluation mode,author,status,event_type,min_sta_dist,GAP,depth_uncertainty,latitude_uncertainty,longitude_uncertainty,
texnet2019wqdn,11/18/2019,21:43:40,33.13842773,-97.8158346,9.29280599,0.32,2.954862869,11,manual,Tricia,reported,quarry blast,25.73797992,157.9423596,3.821598438,6.810537697,3.767671963,
texnet2019wqdm,11/18/2019,21:43:41,33.21564484,-97.94090271,0,2.4,2.853348765,15,manual,Tricia,reported,quarry blast,22.72470186,63.58330536,0,2.624670099,2.521949447,
texnet2019wrre,11/19/2019,17:46:36,30.11212921,-103.870842,0,1.61,1.893148717,7,manual,Tricia,reported,quarry blast,36.71033007,269.3971248,0,10.09495551,9.806374357,
texnet2019wrzt,11/19/2019,22:04:59,33.19762039,-97.89051819,0,3.15,3.705751382,15,manual,Tricia,reported,quarry blast,23.95195482,62.07206345,0,2.534341408,2.472917636,
texnet2019wvpa,11/21/2019,21:13:26,29.7038784,-98.21729279,0,1.77,2.473799833,12,manual,Tricia,reported,quarry blast,65.79632022,165.7342987,0,2.001225335,2.703349551,
texnet2019wxiu,11/22/2019,20:21:35,33.23072815,-97.89466858,10,1.81,2.73127986,10,automatic,John,reported,quarry blast,26.5522511,63.5475502,0,2.98399055,3.205418803,
texnet2019xczy,11/25/2019,22:42:34,33.18603516,-97.76009909,27.1936849,0.03,2.8475935,4,manual,Bissett,reported,quarry blast,49.90150081,156.3240722,110.7657393,382.0602854,244.1897654,
texnet2019xerg,11/26/2019,20:34:53,32.96539307,-97.99483136,0.024454753,0.18,2.001503638,9,automatic,Bissett,reported,quarry blast,10.5585112,114.7274009,19.65256454,338.352764,28.74234103,
texnet2019xgme,11/27/2019,20:17:20,30.68023682,-98.33353182,13.42565918,0.11,2.086237766,8,manual,peng,reported,quarry blast,91.85626319,186.1524257,11.15117645,3.748088342,3.388702292,
texnet2019xpol,12/2/2019,19:39:45,30.94820213,-98.95249939,3.406255245,2.12,2.094138476,9,manual,Tricia,reported,quarry blast,37.73163722,140.9463615,5.861013443,3.67222639,5.128657455,
texnet2019xrmm,12/3/2019,20:56:29,33.33435059,-97.98947218,48.76277669,0.17,2.235772444,8,manual,John,reported,quarry blast,33.57426643,125.4602328,21.57199703,76.38265551,27.05428396,
texnet2019xtlu,12/4/2019,22:52:08,33.11096191,-97.9551734,12.27628581,0.32,2.631713808,9,manual,John,reported,quarry blast,12.98354687,237.3423186,7.861060112,72.68334898,8.834948943,
texnet2019xuuk,12/5/2019,16:20:54,30.63985443,-98.41004181,0,1.48,2.125967639,13,manual,Tricia,reported,quarry blast,80.65831103,116.4850693,0,1.961151841,2.120364575,
texnet2019xwlu,12/6/2019,14:16:38,33.26057053,-97.9099884,0,0.9,2.514392838,8,manual,Tricia,reported,quarry blast,61.73841042,108.4611282,0,3.500531837,3.600811597,
texnet2019ycgk,12/9/2019,18:20:56,32.14233398,-100.645484,30.81298828,0.11,2.096088263,9,automatic,Stef,reported,quarry blast,52.01662798,77.17317052,23.11073214,19.76924482,33.41340739,
texnet2019ycjd,12/9/2019,19:45:15,33.28461075,-97.78804016,10,0.78,2.655597801,10,automatic,Stef,reported,quarry blast,40.86918609,113.1850586,0,3.702687684,3.443251082,
texnet2019yhyd,12/12/2019,20:59:58,29.74182129,-98.62568934,52.96899414,0.06,2.371519299,8,automatic,peng,reported,quarry blast,67.70429659,196.558095,13.93018975,264.5270676,9.203112985,
texnet2019yibj,12/12/2019,22:42:20,33.11279297,-97.86299543,9.586263021,0.07,2.613397923,10,automatic,peng,reported,quarry blast,61.80055706,126.4058469,121.1341965,345.4239526,296.3305464,
texnet2019yjpw,12/13/2019,19:06:36,29.5916748,-98.95657169,16.8737793,0.3,1.500463495,10,manual,Bissett,reported,quarry blast,32.1790131,120.8305755,3.926472546,1.783697997,1.948519729,
texnet2019ypjo,12/16/2019,22:44:08,33.17687988,-97.76653011,24.50366211,0.11,2.738744217,8,automatic,Stef,reported,quarry blast,50.80602375,98.16628212,16.6427536,133.1729533,20.22525135,
texnet2019ysuy,12/18/2019,19:53:47,33.05786133,-96.98408918,134.6967773,0.04,2.32312072,10,automatic,Stef,reported,quarry blast,39.40211827,238.5558867,19.71367385,123.0388007,79.98018343,
texnet2019ytaj,12/18/2019,22:37:55,33.27941895,-97.92087462,0.048909505,0.49,2.709657992,14,automatic,Stef,reported,quarry blast,29.90466827,110.352375,6.267811702,3.56961814,8.812986437,
texnet2019yuqv,12/19/2019,20:03:22,33.2274704,-97.56821442,24.12745857,1.48,3.25522027,8,automatic,Stef,reported,quarry blast,31.50823823,107.1163483,7.693824462,4.30340679,7.302924775,
texnet2019ywpx,12/20/2019,21:53:44,33.16680908,-98.00126239,9.317260742,0.26,2.288324702,8,automatic,Matthew,reported,quarry blast,15.37073437,150.1097419,11.83716336,138.1770919,13.37712518,
texnet2019zbti,12/23/2019,17:17:20,30.63354492,-96.66682546,135.4793294,0.32,3.716398807,10,automatic,Matthew,reported,quarry blast,192.0400234,127.7573599,67.18832479,203.4803998,86.26904539,
texnet2019zbut,12/23/2019,17:59:27,32.92236328,-97.76009909,122.6650391,0.02,2.268296179,5,manual,Matthew,reported,quarry blast,114.5657696,294.5301629,58.43786846,153.0517615,123.9592168,
texnet2019zcbp,12/23/2019,21:29:00,29.77844238,-98.2410386,0.048909505,0.35,2.387430253,10,manual,Matthew,reported,quarry blast,76.94026871,192.4323905,11.88169251,43.52955955,16.52733293,
texnet2019zceg,12/23/2019,22:49:19,33.16314697,-97.88764768,6.725056966,0.42,2.631055608,13,automatic,Matthew,reported,quarry blast,21.53251978,110.7195432,3.532447785,2.568154959,2.049924046,
texnet2019zhls,12/26/2019,20:18:24,29.61273193,-98.81284467,0.024454753,0.71,2.130780363,16,manual,Matthew,reported,quarry blast,46.27936512,61.97651812,4.533393093,3.337761797,1.728396523,
texnet2019zjdq,12/27/2019,18:27:24,33.14666748,-97.80190072,15.03967285,0.44,2.607433296,12,automatic,John,reported,quarry blast,49.485568,97.76560293,9.047668189,3.599473016,3.599720186,
texnet2019zovb,12/30/2019,20:56:21,29.54111862,-99.41009521,0,1.27,2.521485564,9,manual,Tricia,reported,quarry blast,135.0335354,263.9730911,0,6.58184173,5.946748618,
texnet2020admw,1/2/2020,21:55:23,33.42581177,-97.72270966,13.22123051,4.9,2.900061335,12,manual,Tricia,reported,quarry blast,44.99502138,136.9781723,4.145015361,4.00035189,4.330161597,
texnet2020adol,1/2/2020,22:41:47,33.19976807,-97.73330316,29.02779134,0.44,2.750282851,13,manual,Tricia,reported,quarry blast,30.17948228,75.12225236,8.054244716,12.02304655,9.287592713,
texnet2020agsp,1/4/2020,16:12:21,29.2767334,-99.20059743,18.14542643,0.18,NULL,7,manual,Matthew,rejected,quarry blast,107.8062402,250.8251282,22.22862046,217.0442006,47.22826148,
texnet2020akum,1/6/2020,21:41:55,33.23852539,-97.87410736,0,1.64,2.486051067,8,manual,Tricia,reported,quarry blast,28.38605371,106.2709274,0,3.463443581,3.228504252,
texnet2020akvz,1/6/2020,22:28:06,33.27761841,-97.94159698,0,5.38,2.862063953,10,manual,Tricia,reported,quarry blast,64.45503217,109.8878403,0,3.476623946,3.189728949,
texnet2020amnm,1/7/2020,20:26:36,32.58835983,-101.3807755,0,1.1,1.869429449,8,manual,Tricia,reported,quarry blast,54.22003532,214.1010742,0,2.252584986,4.541902635,
texnet2020amod,1/7/2020,20:46:07,33.73601913,-97.41596985,0,2.83,3.454932051,8,manual,Tricia,reported,quarry blast,149.8573476,168.9535217,0,5.307602903,5.238136511,
texnet2020aqdg,1/9/2020,19:49:04,33.23361969,-97.89768982,8.418491364,0.88,2.464836479,9,manual,Tricia,reported,quarry blast,43.047051,105.4527359,6.467382609,3.991034115,5.518302635,
texnet2020aqix,1/9/2020,22:39:53,33.25120926,-97.90610504,0,0.94,2.83878746,9,manual,Tricia,reported,quarry blast,61.5233296,123.6528015,2.417310289,2.797327612,3.251123088,
texnet2020axhj,1/13/2020,17:51:12,31.59942245,-102.426178,0,0.72,1.723635608,5,manual,Tricia,reported,quarry blast,42.93658168,207.8186226,0,4.007724694,8.734756707,
texnet2020azlo,1/14/2020,22:14:09,33.29956055,-97.71293826,0.09781901,0.35,3.236206822,13,automatic,Matthew,reported,quarry blast,42.944393,59.78227085,7.344392231,9.416737419,15.35159946,
texnet2020betf,1/17/2020,19:47:07,33.23868179,-97.86039734,0,1.01,2.770316648,12,manual,Tricia,reported,quarry blast,29.22098866,106.4154282,0,3.12258192,2.709885363,
texnet2020bjzu,1/20/2020,16:47:28,30.09448433,-97.94944763,0,0.88,1.997113062,5,manual,Tricia,reported,quarry blast,84.00068456,219.7972298,0,4.471849767,5.50276548,
texnet2020bkbx,1/20/2020,17:51:03,33.10264587,-97.16916656,0,2.07,2.933566092,7,manual,Tricia,reported,quarry blast,42.34471305,255.9253693,0,6.174243328,6.743885238,
texnet2020bklh,1/20/2020,22:35:49,33.04321289,-97.79868521,17.70524089,0.06,2.347840819,8,manual,Tricia,reported,quarry blast,23.90726297,146.5093712,9.850250117,18.17777335,32.27242159,
texnet2020bmed,1/21/2020,21:15:50,33.22544861,-97.95414734,0,3.26,2.437803992,8,manual,Tricia,reported,quarry blast,66.41189543,117.8537369,0,3.087609719,2.202516188,
texnet2020bnpy,1/22/2020,16:21:37,31.15110016,-101.3563232,0,1.38,2.057413787,8,manual,Tricia,reported,quarry blast,33.55611992,94.35750294,0,3.594911205,3.44137452,
texnet2020bpxh,1/23/2020,22:20:53,33.1439209,-97.83084032,17.94978841,0.37,2.411798804,10,automatic,Matthew,reported,quarry blast,57.70973959,95.88428057,45.80012962,162.8816626,36.68479858,
texnet2020bpyc,1/23/2020,22:45:07,33.20397568,-97.90336609,10,1.23,3.209012923,14,automatic,Matthew,reported,quarry blast,23.71038777,62.31954956,0,2.734666907,2.770244813,
texnet2020brjc,1/24/2020,17:28:58,32.8894043,-99.4107279,70.72314453,0.06,1.257025854,6,manual,Tricia,reported,quarry blast,36.7215695,270.018523,23.7579479,37.00225301,50.21433377,
texnet2020brqv,1/24/2020,21:20:31,33.40285873,-97.88562775,0,3.35,2.566994705,10,manual,Tricia,reported,quarry blast,59.46331433,73.72764969,0,3.409292,3.033497243,
texnet2020byyd,1/28/2020,20:58:51,30.65229797,-98.25954437,0,0.38,2.553660005,7,manual,Tricia,reported,quarry blast,99.72319101,102.7088547,0,3.00809848,3.776378552,
texnet2020card,1/29/2020,19:44:04,33.40143204,-97.8174057,0,3.94,2.488832694,13,manual,Tricia,reported,quarry blast,46.33752345,129.0052872,0,2.927772649,3.482913134,
texnet2020cawe,1/29/2020,22:16:15,33.53009415,-97.71856689,0,4.13,2.990628306,12,manual,Tricia,reported,quarry blast,48.64804839,152.7875519,0,4.580045434,4.047655421,
texnet2020ceoc,1/31/2020,22:44:44,29.44793701,-99.07961857,0.024454753,0.59,2.261112779,17,manual,Matthew,reported,quarry blast,21.48128555,142.5840106,9.344417292,5.08281056,11.50313263,
texnet2020cjwj,2/3/2020,20:34:44,30.92102051,-98.97984947,0.440185547,0.21,2.199433342,8,manual,John,reported,quarry blast,39.04781993,125.7626443,50.74663337,775.0883696,166.8894742,
texnet2020ckaq,2/3/2020,22:45:23,33.22814941,-97.9551734,0.048909505,0.48,2.892409922,9,manual,John,reported,quarry blast,23.37012528,118.0289455,31.1174646,733.9378739,58.11639836,
texnet2020clpt,2/4/2020,19:31:33,33.24662399,-97.86469269,0,0.7,2.640847307,8,manual,John,reported,quarry blast,41.85575431,107.3593597,0,3.778771589,3.425258827,
texnet2020clsk,2/4/2020,20:51:13,33.09997559,-97.86942645,16.8737793,0.36,2.38588906,9,manual,John,reported,quarry blast,19.46793336,115.157012,23.32825581,77.97236355,32.17222688,
texnet2020crfh,2/7/2020,21:03:51,29.62602806,-98.62600708,0,1.04,2.384775737,11,manual,John,reported,quarry blast,60.16083267,118.2910995,0,2.383661838,1.810753606,
texnet2020cwob,2/10/2020,19:09:56,33.40759277,-97.8737138,6.309326172,0.2,2.746633464,9,automatic,Matthew,reported,quarry blast,58.35677881,127.4470648,46.43774509,371.7136132,52.99420599,
texnet2020cypn,2/11/2020,22:10:37,32.70080566,-98.25100038,98.35701497,0.03,2.689641854,9,automatic,Matthew,reported,quarry blast,13.8692223,269.253938,9.336285155,311.6970252,16.89585088,
texnet2020damf,2/12/2020,22:46:54,33.29956055,-97.8244093,48.22477214,0.03,2.713226662,7,automatic,Matthew,reported,quarry blast,36.63187687,179.4051417,20.74402872,57.24544435,39.30255355,
texnet2020decd,2/14/2020,22:14:19,33.28948975,-98.04627954,0.024454753,0.19,2.100816072,8,automatic,Matthew,reported,quarry blast,27.88412626,163.6479475,7.712140486,8.259981313,14.453476,
texnet2020decr,2/14/2020,22:29:57,33.19061279,-97.75259623,25.01721191,0.18,2.238173779,9,automatic,Matthew,reported,quarry blast,30.37726799,99.87329583,17.02575859,136.7348822,17.24313022,
texnet2020decw,2/14/2020,22:35:29,31.04553223,-99.22422828,15.50431315,0.04,1.898964774,7,manual,Matthew,reported,quarry blast,32.66786059,178.3072685,6.996181316,6.093160592,8.419538024,
texnet2020dlmb,2/18/2020,23:12:02,33.1338501,-97.82976848,14.99076335,0.72,2.755241814,14,manual,Tricia,reported,quarry blast,24.34549295,93.55096221,14.87030197,442.3439057,32.14755031,
texnet2020dpct,2/20/2020,23:01:55,33.29956055,-97.6443407,68.96240234,0.26,2.299366266,10,manual,Tricia,reported,quarry blast,36.58543385,115.7862423,6.516052483,2.605693504,3.502392187,
texnet2020dqvp,2/21/2020,21:42:13,33.28901291,-97.84886932,10,0.82,2.716968934,8,automatic,John,reported,quarry blast,55.62044554,112.8311157,0,4.072440091,3.900312993,
texnet2020ebrr,2/27/2020,20:10:57,29.49829102,-98.99586397,8.901529948,0.3,2.560284536,7,manual,John,reported,quarry blast,27.82285029,207.3625565,20.99574983,459.873948,27.74062281,
texnet2020edjh,2/28/2020,18:14:29,33.29223633,-97.6529154,58.2023112,0.17,2.64737238,8,manual,Tricia,reported,quarry blast,36.70364579,115.8651315,23.60440646,120.572421,33.38908522,
texnet2020edlh,2/28/2020,19:15:05,32.31029129,-100.3964005,0,0.27,1.920868436,9,manual,Tricia,reported,quarry blast,51.58534011,216.9832382,0,3.589697236,2.904928584,
texnet2020edmc,2/28/2020,19:39:39,33.27575684,-97.72365663,24.4058431,0.27,2.263541701,10,manual,Tricia,reported,quarry blast,37.16913505,185.8639009,6.984014056,2.158499501,4.541812355,
texnet2020eixk,3/2/2020,19:03:45,30.96496582,-98.84265434,8.754801432,0.12,2.167234156,8,manual,Tricia,reported,quarry blast,37.42782152,219.249459,6.668534708,4.833063414,6.001143404,
texnet2020ekqi,3/3/2020,17:45:06,33.22395325,-97.87760925,0,1.12,2.413753709,8,manual,Tricia,reported,quarry blast,26.93429469,120.3511658,0,3.01099004,2.288237648,
texnet2020ekxl,3/3/2020,21:20:50,30.79883194,-99.42813873,0,15.03,2.933992719,11,manual,Tricia,reported,quarry blast,203.5295276,113.1382599,0,2.775298276,3.088327916,
texnet2020emos,3/4/2020,19:13:09,29.61968994,-98.96792603,9.026324272,0.42,2.654941763,5,manual,Tricia,reported,quarry blast,31.96731746,241.8510132,7.046922637,10.82111135,2.995565634,
texnet2020eomu,3/5/2020,20:30:28,33.2128334,-97.89676666,7.436178684,1.41,2.363631059,10,manual,Tricia,reported,quarry blast,41.46578807,103.0388718,3.474060804,2.489575683,2.424528871,
texnet2020eqdp,3/6/2020,18:08:26,34.13339615,-96.77354431,0,1.28,2.578595036,5,manual,Tricia,reported,quarry blast,99.56907663,276.1214752,0,4.268863552,10.95552957,
texnet2020exji,3/10/2020,16:59:21,32.99705887,-98.63748169,0,0.8,2.340817904,6,manual,Tricia,reported,quarry blast,53.72227326,235.8222084,0,2.981418923,5.295015172,
texnet2020fbak,3/12/2020,17:01:17,32.33229828,-100.6083527,0,1.5,1.98528069,10,manual,Tricia,reported,quarry blast,67.41307172,243.1705627,0,2.895583236,4.987112603,
texnet2020fbhf,3/12/2020,20:27:20,33.37301636,-97.81929016,0,2.97,2.955508789,13,manual,Tricia,reported,quarry blast,50.75014643,70.72891235,0,2.750779302,2.884575695,
texnet2020fbjr,3/12/2020,21:42:23,33.2876358,-97.90572357,0,0.82,2.736983173,9,manual,Tricia,reported,quarry blast,47.79303897,69.70037842,0,3.023443335,3.283849649,
texnet2020fdbw,3/13/2020,20:01:54,29.61364746,-98.58432904,3.57039388,0.33,2.377826987,9,automatic,Matthew,reported,quarry blast,57.58002462,161.6518214,17.61558728,148.7099167,11.93550843,
texnet2020firg,3/16/2020,21:28:33,33.15948486,-97.84906155,15.43094889,0.42,2.740523375,12,automatic,Matthew,reported,quarry blast,24.18294331,73.6806329,1.615965895,1.998388615,1.044730251,
texnet2020fmkh,3/18/2020,22:31:26,33.28857422,-97.52000762,33.06282552,0.38,2.311320505,11,automatic,Matthew,reported,quarry blast,35.35567296,125.5213075,51.19790912,127.0376815,80.23981105,
texnet2020fvep,3/23/2020,17:51:37,30.70093346,-98.30080414,0,1.23,2.383762443,13,manual,Tricia,reported,quarry blast,93.11586272,177.2115784,0,2.894201427,3.197678564,
texnet2020fviv,3/23/2020,19:59:27,29.23819923,-98.75033569,22.50058365,0.63,2.375841868,9,manual,Tricia,reported,quarry blast,60.77862364,156.5523071,7.431747905,6.191984151,4.075102523,
texnet2020fvlm,3/23/2020,21:20:35,33.26371765,-98.06356049,0,1.05,2.251261856,7,manual,Tricia,reported,quarry blast,24.87235058,157.8422775,0,2.83806251,3.025084843,
texnet2020fyyg,3/25/2020,19:12:00,33.25378418,-97.89943788,12.08064779,0.28,2.574496117,7,manual,Tricia,reported,quarry blast,28.4218161,150.970467,18.39268752,265.9268279,30.9816425,
texnet2020fyzz,3/25/2020,20:04:32,29.19433594,-98.61948529,37.95377604,0.01,2.016016475,4,manual,Tricia,reported,quarry blast,1.00E+30,338.5977458,22.2352263,149.5264803,40.59749994,
texnet2020ghxt,3/30/2020,17:09:38,29.41961098,-99.61792755,0,1.11,2.022385564,10,manual,John,reported,quarry blast,34.88757306,114.6138153,0,3.228441333,2.217187896,
texnet2020gkbm,3/31/2020,21:19:20,33.36730957,-97.76653011,2.200927734,0.62,2.457789754,9,automatic,John2,reported,quarry blast,47.94283213,125.9386562,49.94461451,192.6219239,76.17756992,
texnet2020gluc,4/1/2020,19:52:17,30.6427002,-98.26814977,124.5725098,0.45,2.390874074,11,manual,John2,reported,quarry blast,67.23880442,123.6686612,4.37398295,2.116626996,1.822672353,
texnet2020gpmn,4/3/2020,20:35:12,33.19244385,-97.96267626,45.90157064,0.11,2.056588025,9,automatic,John2,reported,quarry blast,19.52334958,150.7993952,4.302956886,2.032980032,1.628243576,
texnet2020gvbj,4/6/2020,21:45:03,29.54406738,-98.98138787,10.80900065,0.26,2.25879347,9,manual,Tricia,reported,quarry blast,29.06074638,228.9134513,2.721583015,6.175008955,2.47039116,
texnet2020gwlr,4/7/2020,16:05:59,29.89379883,-98.24310662,60.54996745,0.04,2.031799103,5,manual,Tricia,reported,quarry blast,91.50953938,205.5178191,45.12218588,245.6446536,75.3887575,
texnet2020gwqk,4/7/2020,18:28:40,29.22363281,-98.91727941,186.6386719,0.3,1.780334051,5,manual,Tricia,reported,quarry blast,48.98425889,217.3702022,54.18656649,518.8847438,68.90236988,
texnet2020gygj,4/8/2020,15:42:01,30.95808029,-101.4277039,0,0.03,1.719050929,4,manual,Tricia,reported,quarry blast,29.0269542,302.6602783,0,7.142715115,8.316812186,
texnet2020gyqh,4/8/2020,20:42:11,33.2429657,-97.95845795,0,0.5,2.628313395,10,manual,Tricia,reported,quarry blast,48.03923654,105.7529678,0,2.073584508,2.743996048,
texnet2020hajp,4/9/2020,19:36:25,33.27601624,-97.83128357,0,1.28,2.533591765,11,manual,Tricia,reported,quarry blast,34.13698607,65.21652222,0,2.952475663,2.693209505,
texnet2020haos,4/9/2020,22:10:38,30.80698967,-98.26548767,0,0.55,3.004209602,6,manual,Tricia,reported,quarry blast,172.2800981,308.1611938,0,8.131748155,6.028260434,
texnet2020hhpk,4/13/2020,18:29:28,33.07250977,-97.89300686,7.532063802,0.02,2.192069699,5,manual,Tricia,reported,quarry blast,48.96520014,267.5645451,68.74946332,221.7387749,120.0030334,
texnet2020hhqu,4/13/2020,19:10:59,33.15307617,-97.90158155,0.293457031,0.28,2.160343568,12,manual,Tricia,reported,quarry blast,135.9645246,146.6474649,13.82713648,3.508271502,4.875934222,
texnet2020hhvw,4/13/2020,21:44:40,33.1078186,-97.6782608,0,1.43,2.450748663,11,manual,Tricia,reported,quarry blast,36.94354824,80.70796967,0,3.286426784,1.912193226,
texnet2020hjiu,4/14/2020,17:24:24,32.282341,-100.5099487,0,0.8,2.278204275,10,manual,Tricia,reported,quarry blast,71.12292223,78.22219849,0,3.034356011,3.909054657,
texnet2020hlhr,4/15/2020,19:07:15,33.26091766,-97.99041748,0,2.58,2.409506521,10,manual,Tricia,reported,quarry blast,51.61301714,107.1524048,0,3.515267044,2.712297697,
texnet2020hndz,4/16/2020,19:31:43,29.7026844,-98.22367096,0,1.17,2.36444204,13,manual,Tricia,reported,quarry blast,65.52118846,66.13046265,0,1.849738595,2.09593053,
texnet2020hnez,4/16/2020,20:00:53,29.58814049,-98.4841156,0,0.77,2.212308088,4,manual,Tricia,reported,quarry blast,77.53666386,307.2185211,0,7.321708424,7.568168848,
texnet2020hpay,4/17/2020,20:16:22,33.25836182,-97.96910728,11.81164551,0.17,2.386828761,12,automatic,John2,reported,quarry blast,25.95708877,65.84451084,4.22984691,2.391386258,2.908088331,
texnet2020hulm,4/20/2020,19:16:02,33.16131592,-97.86192359,4.475219727,0.25,2.786447197,11,automatic,John2,rejected,quarry blast,35.38135879,73.73435796,4.772048727,124.9141454,4.072955821,
texnet2020hxyr,4/22/2020,17:19:39,33.12194824,-97.84798971,13.74357096,0.19,NULL,7,manual,John2,rejected,quarry blast,31.85569572,174.858839,25.92319923,229.2913287,74.30210927,
texnet2020hzvy,4/23/2020,18:13:58,29.43603516,-98.859375,172.7483724,0.49,2.532513081,8,automatic,John2,reported,quarry blast,134.401281,127.3231687,68.51082385,323.7513471,96.26924204,
texnet2020iaci,4/23/2020,21:27:11,33.04321289,-97.66149009,36.29085286,0.01,2.011261558,9,automatic,John2,reported,quarry blast,12.53732967,131.3242228,12.02084427,21.9879934,30.79295727,
texnet2020ibnb,4/24/2020,16:01:35,33.23888016,-97.97063446,37.56238556,0.55,2.004863613,8,manual,John2,reported,quarry blast,23.81288302,165.2836533,11.46811402,5.28821371,4.217139495,
texnet2020ibnk,4/24/2020,16:11:59,33.230896,-98.03770484,19.58825684,0.15,1.84278883,8,automatic,John2,reported,quarry blast,21.45689781,144.5707066,9.228736895,135.106651,16.61178902,
texnet2020ihks,4/27/2020,21:39:27,33.26597595,-97.96160889,2.874885559,0.76,2.263685209,8,manual,Tricia,reported,quarry blast,60.22366325,120.7001038,5.411327646,3.922815582,4.336043953,
texnet2020iiwz,4/28/2020,16:59:40,33.36301422,-97.95389557,0,4.28,2.397688803,9,manual,Tricia,reported,quarry blast,65.23329953,119.2945786,0,3.670286184,3.243443992,
texnet2020immd,4/30/2020,16:03:19,32.16807556,-96.32720184,0,2.5,2.988099193,14,manual,Tricia,reported,quarry blast,77.26646116,119.2604446,0,4.259964649,3.504228898,
texnet2020imsk,4/30/2020,19:13:28,33.32418442,-97.79257965,0,1.9,2.707823396,18,manual,Tricia,reported,quarry blast,40.55888088,67.22760391,0,2.52124722,2.261801288,
texnet2020iork,5/1/2020,20:59:28,29.765625,-98.20588235,6.260416667,0.57,NULL,10,manual,John,rejected,quarry blast,72.98524015,229.925061,15.7359231,123.0103497,9.751567,
texnet2020ivzj,5/5/2020,20:57:14,32.51953125,-96.79115854,154.9453125,0.3,NULL,8,manual,John,rejected,quarry blast,28.06855372,187.6856241,88.65378629,448.7804186,136.3361459,
texnet2020ixug,5/6/2020,20:38:10,33.20040512,-97.97227478,10,1.83,2.715910513,8,automatic,John,reported,quarry blast,53.75341656,91.88988495,0,3.858094161,3.315032423,
texnet2020izjx,5/7/2020,17:41:13,29.77498245,-98.20037079,0,0.43,2.034156828,10,manual,Tricia,reported,quarry blast,73.84594579,230.8807678,0,4.40619286,2.675081526,
texnet2020jioj,5/12/2020,18:10:36,33.05786133,-97.89300686,7.14078776,0.14,2.061727514,9,automatic,Matthew,reported,quarry blast,16.2014409,140.545952,2.283564496,6.893817997,0.860888883,
texnet2020jkna,5/13/2020,19:45:07,29.21081543,-98.79113051,30.56844076,0.2,2.685066437,8,automatic,Matthew,reported,quarry blast,40.98862955,144.0091949,23.62489511,421.0847257,30.20462543,
texnet2020jmho,5/14/2020,19:16:41,33.1036377,-97.89515053,24.11238607,0.24,2.034165316,9,automatic,Matthew,reported,quarry blast,17.39781952,140.1275307,15.67015463,43.52680289,30.35074516,
texnet2020jnyr,5/15/2020,17:02:40,29.71252441,-98.2120864,2.885660807,0.22,2.407920267,9,manual,Tricia,reported,quarry blast,64.06908996,187.484555,10.98834062,5.303844003,1.941585619,
texnet2020jtrh,5/18/2020,20:08:35,33.32778931,-98.11166382,0,4.22,2.391982087,12,manual,Tricia,reported,quarry blast,32.27657782,70.64543915,0,2.624776831,2.982189237,
texnet2020jttf,5/18/2020,21:07:13,33.27558899,-97.83670044,0,1.02,2.337657874,11,manual,Tricia,reported,quarry blast,42.59241324,111.4044037,0,3.175328522,2.898924918,
texnet2020jvjf,5/19/2020,18:19:47,32.63544464,-96.7766571,0,0.38,2.474752567,5,manual,Tricia,reported,quarry blast,20.46459861,295.6481171,0,4.816742847,9.264821318,
texnet2020jvle,5/19/2020,19:18:03,33.34897232,-97.87624359,14.17927647,4.05,2.365760236,11,manual,Tricia,reported,quarry blast,51.32583804,70.15550232,4.257577088,3.223532374,3.403429736,
texnet2020jvlq,5/19/2020,19:33:09,33.23547363,-97.92516197,27.43823242,0.16,2.423850466,8,automatic,Tricia,reported,quarry blast,25.42303218,170.4696221,10.279137,2.254929449,6.947047122,
texnet2020jxft,5/20/2020,18:51:33,32.51037598,-100.5190072,81.14086914,0.1,1.711272821,9,manual,Tricia,reported,quarry blast,87.63492381,83.28309953,11.27841072,8.603886626,7.269468339,
texnet2020jxnk,5/20/2020,22:43:09,33.27941895,-97.83941502,3.179117839,0.09,2.207484117,7,manual,Tricia,reported,quarry blast,68.3926526,212.6088317,26.09419621,89.67240673,33.85438197,
texnet2020kaxz,5/22/2020,19:27:53,33.44591141,-97.99691772,0,3.88,2.74701786,10,manual,Tricia,reported,quarry blast,56.13425525,77.65826035,0,3.064840084,2.954581734,
texnet2020kibm,5/26/2020,17:13:10,32.68981934,-96.77615282,17.94978841,0.11,2.663611069,9,automatic,Matthew,reported,quarry blast,9.599523987,244.2089399,69.4485865,1031.111308,258.289794,
texnet2020kigs,5/26/2020,19:50:00,29.42321777,-98.42715993,71.55460612,0.19,2.07724313,8,automatic,Matthew,reported,quarry blast,52.69329057,181.7636571,20.97485478,49.64491604,20.29900916,
texnet2020kilc,5/26/2020,22:03:15,33.32977295,-97.70757908,0.024454753,0.4,2.61355897,12,automatic,Matthew,reported,quarry blast,42.29646761,81.23841552,4.19901601,5.567482653,6.600615742,
texnet2020kjty,5/27/2020,15:38:54,32.52868652,-96.80616425,0.048909505,0.22,2.148043509,9,automatic,Matthew,reported,quarry blast,10.00903552,237.2634681,22.55536473,23.2949179,30.97249314,
texnet2020kkav,5/27/2020,19:08:03,31.86584473,-102.7184165,0.048909505,0.56,0.982896304,10,manual,Matthew,reported,quarry blast,32.51686356,78.8894609,15.02209364,41.69557316,5.363739185,
