,@publicID,preferredOriginID,author,region,originID,orig_time,mag,lat,lon,z,lat_e,lon_e,z_e,min_dis,phasecount,stationcount,mag_e,t_e
10,texnet2022tewe,Origin/20230304135033.714234.108480,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135033.714234.108480,2022-10-01 00:56:09.544481+00:00,0.5054202905,31.69049263,-104.2729416,3.872112751,1.902339816,2.049458742,2.326741457,0.02001544833,10.0,5.0,0.2745338919,0.2814201801
11,texnet2022tewj,Origin/20230304135039.120374.122644,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135039.120374.122644,2022-10-01 01:01:48.481580+00:00,1.112155679,31.68020248,-104.3545914,3.808998346,1.920574546,1.079957485,1.577357769,0.07023639977,22.0,11.0,0.260511688,0.4288652733
12,texnet2022tewo,Origin/20230304135040.270285.125263,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135040.270285.125263,2022-10-01 01:07:53.617110+00:00,0.9690875782,31.68433952,-104.1728058,4.409015179,1.951649785,1.346868038,1.856801391,0.0750285387,16.0,9.0,0.1861152001,0.3177398982
13,texnet2022tewr,Origin/20230304135044.9403.135359,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135044.9403.135359,2022-10-01 01:10:55.511043+00:00,0.7570330756,31.66520309,-104.3636551,3.958383799,2.831904888,1.309626698,1.807941318,0.05899461359,17.0,9.0,0.1531021977,0.1092886928
14,texnet2022tewp,Origin/20230304135044.992795.135563,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135044.992795.135563,2022-10-01 01:08:29.424693+00:00,0.4957810538,31.66469002,-104.3634262,4.238082409,3.772392988,1.636524081,2.282512665,0.05911215395,10.0,5.0,0.04121260405,0.05434759192
15,texnet2022tewt,Origin/20230304135045.760309.138249,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135045.760309.138249,2022-10-01 01:13:20.216027+00:00,0.4817196035,31.7290535,-104.5099792,5.222519875,2.013733387,2.910634995,5.579627514,0.0189282503,8.0,4.0,0.09906014343,0.05789132443
16,texnet2022tewu,Origin/20230304135045.854923.138639,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135045.854923.138639,2022-10-01 01:14:24.651181+00:00,0.4021414888,31.67666817,-104.4231415,4.037842751,3.58532238,3.057820797,3.607741117,0.02178024501,9.0,6.0,0.2244433424,0.2285470704
17,texnet2022tewy,Origin/20230304135046.117837.139510,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135046.117837.139510,2022-10-01 01:19:17.976914+00:00,1.146264495,31.6204319,-104.1313629,3.724462509,1.746889114,1.137007356,1.555749297,0.09753485769,24.0,12.0,0.2360734878,0.2271359874
18,texnet2022texa,Origin/20230304135046.170623.139893,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135046.170623.139893,2022-10-01 01:21:07.463596+00:00,1.056610687,31.60136223,-104.361351,0.0283787027,2.806064844,1.432451129,1.966703415,0.10805507,19.0,11.0,0.2465624204,0.5121387419
19,texnet2022texh,Origin/20230304135052.041782.153246,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135052.041782.153246,2022-10-01 01:29:56.831123+00:00,1.345580103,31.50154114,-104.2238159,5.0,3.498731375,2.919104099,fixed,0.173158735,15.0,9.0,0.1405304001,0.4070636157
20,texnet2022texj,Origin/20230304135052.047366.153298,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135052.047366.153298,2022-10-01 01:31:13.938262+00:00,1.001169885,31.58779716,-104.2728806,2.320954084,37.30963898,16.48349953,14.86484241,0.08385597169,6.0,4.0,0.2037593707,0.3795242321
21,texnet2022texn,Origin/20230304135059.246599.169214,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135059.246599.169214,2022-10-01 01:36:12.985867+00:00,0.683713895,31.65327263,-104.3258667,22.2518959,6.726433277,2.142390728,6.206996918,0.05511531606,11.0,6.0,0.156496769,0.9830744288
22,texnet2022texq,Origin/20230304135102.144645.176145,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135102.144645.176145,2022-10-01 01:40:18.767809+00:00,0.4332584758,31.68507385,-104.4799957,8.771050453,2.072997808,1.952226281,4.890071392,0.02412814833,11.0,6.0,0.08853167226,0.5359960997
23,texnet2022texv,Origin/20230304135104.392281.180624,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135104.392281.180624,2022-10-01 01:46:10.987665+00:00,0.7413725538,31.60535049,-104.3667374,2.767582178,11.55113411,2.057491302,4.325883865,0.07530367374,11.0,7.0,0.1826014291,0.1281830775
24,texnet2022texx,Origin/20230304135104.403279.180732,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135104.403279.180732,2022-10-01 01:48:19.597224+00:00,0.5016377278,31.68980026,-104.483429,4.986190796,2.13703227,2.479925632,2.39172411,0.02576123551,9.0,5.0,0.08996137937,0.1229348056
25,texnet2022texz,Origin/20230304135104.824496.182354,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135104.824496.182354,2022-10-01 01:50:03.288141+00:00,1.431714912,31.65393639,-104.3614578,4.662682533,2.122548103,1.146943808,1.626790047,0.06022493169,22.0,11.0,0.1710810947,0.3610745947
26,texnet2022teyc,Origin/20230304135104.976603.183018,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135104.976603.183018,2022-10-01 01:54:21.548206+00:00,0.5531433719,31.6438694,-104.3298492,3.651399612,6.877894402,2.035680771,2.931689262,0.0619167909,7.0,4.0,0.03906437193,0.09153978135
27,texnet2022teyf,Origin/20230304135105.316219.184320,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135105.316219.184320,2022-10-01 01:57:04.127465+00:00,0.8083671939,31.67202377,-104.3814468,10.57812023,3.405662298,1.753746152,5.666078091,0.04593143985,10.0,5.0,0.05992528495,0.6766088268
28,texnet2022teyd,Origin/20230304135105.316756.184323,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135105.316756.184323,2022-10-01 01:54:49.683595+00:00,1.658750693,31.41206741,-104.1338806,5.0,5.249097347,6.170420647,fixed,0.2819157243,10.0,6.0,0.2267413083,0.8678852878
29,texnet2022teyk,Origin/20230304135106.681488.189039,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135106.681488.189039,2022-10-01 02:03:34.905323+00:00,0.5052400992,31.68183517,-104.4340134,4.425057888,3.523782015,2.935805798,3.49640274,0.02562634461,9.0,6.0,0.1072612316,0.1687350087
30,texnet2022teyl,Origin/20230304135106.972038.189827,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135106.972038.189827,2022-10-01 02:04:10.935510+00:00,1.036734563,31.52716255,-104.2692947,5.0,4.717554569,2.876146555,fixed,0.1440776438,9.0,5.0,0.1655681979,0.81071181
31,texnet2022teyn,Origin/20230304135107.056946.190136,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135107.056946.190136,2022-10-01 02:07:00.984214+00:00,0.8967443419,31.65962791,-104.3635712,3.500355721,3.695914745,1.464016676,2.004099131,0.05847980827,14.0,7.0,0.3287758675,0.2327432611
32,texnet2022teyo,Origin/20230304135112.27394.204335,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135112.27394.204335,2022-10-01 02:07:21.102391+00:00,0.8495809626,31.68548584,-104.481575,4.462720871,1.773322463,1.510417342,1.769351006,0.0234501157,16.0,8.0,0.1465832904,0.3325474086
33,texnet2022teys,Origin/20230304135114.849518.212741,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135114.849518.212741,2022-10-01 02:12:43.147304+00:00,1.08765546,31.54039001,-104.0199814,0.5084733963,2.878717422,2.149091959,2.633264542,0.06029383466,16.0,10.0,0.149989573,0.9455069685
34,texnet2022teyq,Origin/20230304135114.853178.212758,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135114.853178.212758,2022-10-01 02:10:15.569732+00:00,0.4294999996,31.68823624,-104.493454,5.924580574,2.6566782,4.620634079,9.204068184,0.02050851658,6.0,4.0,0.1349083098,0.0897700181
35,texnet2022teyu,Origin/20230304135114.971305.213255,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135114.971305.213255,2022-10-01 02:15:27.973206+00:00,0.685949148,31.65610504,-104.3046799,3.490576029,13.20275974,8.286956787,3.459428549,0.1082982421,9.0,6.0,0.1187823745,0.1061689491
36,texnet2022teyx,Origin/20230304135115.151786.213992,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135115.151786.213992,2022-10-01 02:18:09.815866+00:00,0.7238818615,31.87357712,-104.4222794,0.9467986226,12.08533001,2.782632828,5.000790119,0.1434743553,11.0,6.0,0.09952910328,0.9009798404
37,texnet2022teyy,Origin/20230304135115.243714.214461,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135115.243714.214461,2022-10-01 02:19:18.043068+00:00,0.3731143748,31.67766762,-104.4946671,5.711143494,2.150860786,3.060835123,5.649779797,0.01039637905,8.0,4.0,0.1237471191,0.03609965702
38,texnet2022teyz,Origin/20230304135115.523887.215739,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135115.523887.215739,2022-10-01 02:20:49.558492+00:00,0.3471485245,31.69975662,-104.4175262,5.154695988,2.81722784,5.403829098,7.509225845,0.03086447716,9.0,5.0,0.1336008553,0.5129121887
39,texnet2022tezc,Origin/20230304135116.505324.218846,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135116.505324.218846,2022-10-01 02:23:51.840469+00:00,0.5856854598,31.67549133,-104.3651657,4.320411205,3.291160345,1.458003998,1.92961216,0.06017521396,14.0,8.0,0.09464352939,0.1344539733
40,texnet2022tezf,Origin/20230304135116.550363.219184,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135116.550363.219184,2022-10-01 02:27:19.220742+00:00,0.7947575021,31.66123199,-104.3626099,3.585116863,3.438969851,1.459119201,1.886029601,0.05941164866,15.0,8.0,0.1483783237,0.2485249467
41,texnet2022tezl,Origin/20230304135122.730112.229387,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135122.730112.229387,2022-10-01 02:34:50.344400+00:00,0.5096294351,31.70788765,-104.6401749,5.0,6.121833324,5.75013876,fixed,0.09582748264,8.0,4.0,0.1148086101,0.41712173
42,texnet2022tezo,Origin/20230304135123.719312.232320,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135123.719312.232320,2022-10-01 02:38:00.037756+00:00,0.8674194001,31.65668297,-104.1867599,2.716521502,2.209283113,1.63945055,1.811667085,0.06827711314,19.0,9.0,0.137209973,0.7272667347
43,texnet2022tezt,Origin/20230304135124.084716.233855,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135124.084716.233855,2022-10-01 02:43:48.241916+00:00,0.3413912335,31.68378639,-104.484726,5.074961185,2.443565369,2.783845425,5.658761501,0.02037535235,8.0,4.0,0.1006418494,0.03674476423
44,texnet2022tezs,Origin/20230304135124.226755.234207,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135124.226755.234207,2022-10-01 02:42:43.838020+00:00,0.4493502508,31.64882851,-104.3370056,3.243096828,7.01544714,2.379481792,4.02414608,0.0655554235,6.0,4.0,0.07176967693,0.5081763966
45,texnet2022tezv,Origin/20230304135124.667884.235238,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135124.667884.235238,2022-10-01 02:46:20.028332+00:00,0.7484409103,31.76436996,-104.1908875,5.0,8.346220016,5.297786713,fixed,0.1119249016,8.0,5.0,0.113685855,1.064755224
46,texnet2022tezy,Origin/20230304135124.841832.235720,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135124.841832.235720,2022-10-01 02:49:35.330215+00:00,0.9424256957,31.60337067,-104.1122971,3.352092981,2.008072138,1.741139293,1.911131382,0.09684625268,16.0,8.0,0.2652784314,0.3405717893
47,texnet2022tezz,Origin/20230304135340.385715.48680,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135340.385715.48680,2022-10-01 02:50:56.961149+00:00,0.9949296322,31.71392441,-104.2541351,5.0,3.866410017,2.505010128,fixed,0.1478433162,13.0,9.0,0.3935989375,0.7192468536
48,texnet2022tfad,Origin/20230304135340.501494.49362,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135340.501494.49362,2022-10-01 02:55:15.546209+00:00,0.6972212562,31.62662315,-104.5632553,5.0,4.744582176,4.878314018,fixed,0.09626527131,9.0,5.0,0.206370944,0.9138475221
49,texnet2022tfal,Origin/20230304135349.314741.70334,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135349.314741.70334,2022-10-01 03:04:44.712326+00:00,1.084013201,31.68102646,-104.412323,4.492521763,1.67011714,1.224161386,1.621881247,0.02992685139,20.0,10.0,0.2847991145,0.3177120631
50,texnet2022tfan,Origin/20230304135349.457238.70956,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135349.457238.70956,2022-10-01 03:07:04.236696+00:00,1.740440025,31.61206436,-104.5165253,1.754302979,3.79142642,3.871062279,2.703799486,0.05798273161,26.0,15.0,0.2398230792,0.396380843
51,texnet2022tfao,Origin/20230304135349.497524.71226,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135349.497524.71226,2022-10-01 03:08:46.458242+00:00,0.6378731622,31.65075302,-104.4838181,3.37384367,5.708492756,2.740188122,2.526883841,0.02295640111,13.0,7.0,0.1840095112,0.5046420336
52,texnet2022tfap,Origin/20230304135349.613805.71974,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135349.613805.71974,2022-10-01 03:09:50.359180+00:00,1.072023501,31.67621994,-104.2260208,4.080609798,2.931318998,2.152118206,2.384239674,0.03346358985,14.0,8.0,0.1293935097,0.5172193313
53,texnet2022tfax,Origin/20230304135354.057405.83170,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135354.057405.83170,2022-10-01 03:19:03.663797+00:00,0.6235054957,31.64984322,-104.5009308,1.686354756,7.033318043,4.71584034,3.37682128,0.01874047332,12.0,7.0,0.1965200264,0.5907235405
54,texnet2022tfay,Origin/20230304135400.633106.92471,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135400.633106.92471,2022-10-01 03:20:34.277632+00:00,1.246496528,31.6625061,-104.1874008,4.046584606,1.902555108,0.9817799926,1.529703856,0.06670559943,28.0,15.0,0.1455469708,0.2283816288
55,texnet2022tfbb,Origin/20230304135407.587172.104459,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135407.587172.104459,2022-10-01 03:24:18.590529+00:00,0.7235785956,31.60508156,-104.3452225,10.75835133,8.982906342,2.479970932,7.961773872,0.08988330513,12.0,7.0,0.09764626099,0.5996255305
56,texnet2022tfba,Origin/20230304135407.601843.104589,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135407.601843.104589,2022-10-01 03:22:46.648793+00:00,1.111885465,31.66208839,-104.1861191,4.020254612,1.807625651,1.085479975,1.56970048,0.06784575433,23.0,12.0,0.2385574429,0.1759843992
57,texnet2022tfbc,Origin/20230304135407.621106.104710,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135407.621106.104710,2022-10-01 03:25:19.081214+00:00,0.5519704612,31.6866436,-104.4881668,4.119267464,1.87301147,1.760757923,2.010582924,0.02091980726,12.0,6.0,0.2667382019,0.3638759134
58,texnet2022tfbd,Origin/20230304135407.682995.105055,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135407.682995.105055,2022-10-01 03:26:27.561918+00:00,0.5644054066,31.73353958,-104.3397141,23.97256851,4.203979015,1.936668396,5.959465981,0.07416340709,11.0,7.0,0.116410637,0.8544992497
59,texnet2022tfbg,Origin/20230304135407.969507.105689,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135407.969507.105689,2022-10-01 03:29:01.016955+00:00,0.9892941464,31.61650085,-104.1596375,3.786953688,3.119082451,1.514689922,1.913350105,0.1052660719,16.0,8.0,0.1316344154,0.2962160633
60,texnet2022tfbj,Origin/20230304135414.415279.118536,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135414.415279.118536,2022-10-01 03:32:49.527496+00:00,1.012966117,31.57130241,-104.1907425,4.120092392,2.083777666,1.402600884,1.752754092,0.1183513254,21.0,11.0,0.1763266224,0.3880008959
61,texnet2022tfbi,Origin/20230304135414.475927.118794,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135414.475927.118794,2022-10-01 03:31:24.367294+00:00,0.3706827758,31.68110085,-104.4262466,4.335047245,1.920048594,2.731739759,2.314535856,0.02532309853,11.0,6.0,0.09435170671,0.1731187908
62,texnet2022tfbm,Origin/20230304135415.79656.123024,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135415.79656.123024,2022-10-01 03:36:13.924718+00:00,0.5966674416,31.66248512,-104.474472,4.806833267,2.949964285,1.591746449,1.980268598,0.02324908413,15.0,8.0,0.1841026919,0.2224765657
63,texnet2022tfbo,Origin/20230304135417.189564.128049,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135417.189564.128049,2022-10-01 03:39:13.926956+00:00,1.250784159,31.60274696,-104.260788,3.336316824,2.049916983,1.25242269,1.659979939,0.06876441091,25.0,14.0,0.1064912993,0.456508224
64,texnet2022tfbs,Origin/20230304135417.23126.128390,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135417.23126.128390,2022-10-01 03:43:05.234899+00:00,0.6372915388,31.72614288,-104.2138214,17.14701271,3.507548809,2.961016655,5.990596294,0.04569173977,10.0,5.0,0.3451652285,1.334525206
65,texnet2022tfbt,Origin/20230304135420.823235.136621,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135420.823235.136621,2022-10-01 03:44:08.971208+00:00,0.6510175658,31.62672043,-104.2548676,3.558474064,19.79511261,13.18066406,10.23064518,0.04558449611,10.0,6.0,0.09916989893,0.2760347775
66,texnet2022tfbu,Origin/20230304135421.341904.137891,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135421.341904.137891,2022-10-01 03:46:13.999455+00:00,0.3709301317,31.67578888,-104.4895477,5.132555008,2.888030767,2.494575262,6.023803711,0.01193152275,9.0,5.0,0.09583818066,0.1257846689
67,texnet2022tfbx,Origin/20230304135423.823427.143991,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135423.823427.143991,2022-10-01 03:49:22.043422+00:00,0.6838701298,31.67739677,-104.3131104,3.796466112,2.431164265,1.254793644,1.902515769,0.04150469229,15.0,9.0,0.1230555428,0.229989456
68,texnet2022tfck,Origin/20230304135436.468201.171048,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135436.468201.171048,2022-10-01 04:04:06.601815+00:00,1.148244152,31.43815804,-104.1965027,20.86820412,22.51903534,9.71402359,27.68066025,0.2399727553,10.0,6.0,0.109744268,0.7018093111
69,texnet2022tfcm,Origin/20230304135436.510352.171317,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135436.510352.171317,2022-10-01 04:06:55.240243+00:00,0.3935062082,31.66857719,-104.4756165,3.492632151,2.708666801,1.619631171,1.956218243,0.02144820988,13.0,7.0,0.1690006899,0.5550076068
70,texnet2022tfco,Origin/20230304135436.835347.172492,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135436.835347.172492,2022-10-01 04:09:26.242916+00:00,0.3866321321,31.68447495,-104.4822388,4.933414936,2.185822725,2.350036621,2.376885414,0.02233540826,9.0,5.0,0.02969194059,0.1110648864
71,texnet2022tfcq,Origin/20230304135436.868114.172660,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135436.868114.172660,2022-10-01 04:12:03.596865+00:00,0.4082230973,31.68575478,-104.4835052,2.605803013,2.039865732,1.847991705,2.208170414,0.02253500745,10.0,5.0,0.1220542765,0.7165811796
72,texnet2022tfcz,Origin/20230304135440.229507.180816,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135440.229507.180816,2022-10-01 04:22:18.083090+00:00,0.9960818002,31.64808273,-104.1393433,4.538315296,3.456696272,2.090945959,2.780134916,0.09962446988,11.0,6.0,0.4700986344,0.6285918956
73,texnet2022tfdb,Origin/20230304135442.118111.184386,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135442.118111.184386,2022-10-01 04:24:15.094808+00:00,0.4273844015,31.66773415,-104.4751358,9.678656578,2.934892893,1.748722196,4.460528374,0.02187670767,13.0,7.0,0.2600155285,0.8040040749
74,texnet2022tfde,Origin/20230304135446.801491.194009,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135446.801491.194009,2022-10-01 04:27:37.530139+00:00,0.4824989004,31.68401527,-104.3925323,4.813995361,2.327213287,1.440245986,1.837536335,0.04363382608,15.0,8.0,0.0931953242,0.2937787242
75,texnet2022tfdd,Origin/20230304135447.185138.195081,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135447.185138.195081,2022-10-01 04:26:45.238333+00:00,0.3809030944,31.67907715,-104.4013596,7.292611599,1.922982097,1.504034281,4.205014229,0.03470882401,16.0,7.0,0.09044825925,0.4354739977
76,texnet2022tfdg,Origin/20230304135447.203642.195245,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135447.203642.195245,2022-10-01 04:29:41.589868+00:00,0.582177033,31.75577736,-104.2920303,5.0,4.945425034,3.420919418,fixed,0.08702055365,9.0,5.0,0.1104769391,0.6695855055
77,texnet2022tfdi,Origin/20230304135448.659548.199099,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135448.659548.199099,2022-10-01 04:32:12.470178+00:00,0.5147369493,31.72570801,-104.6247253,3.212001562,5.910382271,24.46359062,10.44957161,0.0823867619,9.0,5.0,0.1521384298,0.8203090076
78,texnet2022tfdj,Origin/20230304135449.193203.200808,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135449.193203.200808,2022-10-01 04:34:00.693711+00:00,0.8872582274,31.66354942,-104.3623886,3.88877964,2.179402351,1.165371776,1.681849718,0.05983820185,20.0,10.0,0.2448482594,0.1531730927
79,texnet2022tfdl,Origin/20230304135449.730171.202840,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135449.730171.202840,2022-10-01 04:35:40.051901+00:00,1.29707048,31.67760658,-104.4757004,4.096686363,1.860295653,1.307530403,1.635978341,0.02316947468,21.0,12.0,0.2416879379,0.4181914081
80,texnet2022tfdq,Origin/20230304135457.858529.215705,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135457.858529.215705,2022-10-01 04:41:35.647337+00:00,0.7305067007,31.66385078,-104.3812103,7.026246548,2.289692402,1.404247046,4.077403545,0.04400445148,17.0,9.0,0.1360459364,0.3930278675
81,texnet2022tfdr,Origin/20230304135458.8237.218937,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230304135458.8237.218937,2022-10-01 04:43:26.906211+00:00,0.2638629643,31.67913246,-104.4306946,2.486773968,1.849801064,1.856226802,2.042856693,0.02290424146,12.0,6.0,0.1281582755,0.4355364089
