,@publicID,preferredOriginID,author,region,originID,orig_time,mag,lat,lon,z,lat_e,lon_e,z_e,min_dis,phasecount,stationcount,mag_e,t_e
309,texnet2020bwkm,Origin/20230222004321.71317.49043,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222004321.71317.49043,2020-01-27 11:49:09.435435+00:00,1.455689464,31.69264603,-104.1298676,3.61539197,2.112890482,2.209481239,2.214773178,0.1672597677,11.0,6.0,0.3964430719,0.3511730921
310,texnet2020bwlh,Origin/20230222004321.733892.49184,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222004321.733892.49184,2020-01-27 12:14:25.456295+00:00,1.498529181,31.69604683,-104.1260834,4.017261505,2.078985214,2.091946125,1.941430449,0.1684895605,13.0,7.0,0.30036345,0.3473263795
313,texnet2020bwpi,Origin/20230222004321.777127.49660,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222004321.777127.49660,2020-01-27 14:16:06.538047+00:00,1.563687632,31.62007523,-104.0981598,3.949213982,2.448745012,2.519833803,2.152603149,0.2315620184,13.0,6.0,0.3092538567,0.3253334072
319,texnet2020bywd,Origin/20230222005115.348731.50094,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005115.348731.50094,2020-01-28 19:59:31.346144+00:00,2.468937929,31.72436142,-104.0368195,4.76846981,1.906410694,2.134901762,2.528778315,0.2105486095,10.0,6.0,0.3082083843,0.4529314323
320,texnet2020bywk,Origin/20230222005115.430776.50490,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005115.430776.50490,2020-01-28 20:06:33.565710+00:00,2.359092422,31.71713448,-104.1002045,4.060349464,2.124289513,4.627697468,3.656385899,0.1806263626,7.0,4.0,0.5164957698,0.5789494682
321,texnet2020bywl,Origin/20230222005115.465834.50710,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005115.465834.50710,2020-01-28 20:08:14.425642+00:00,2.572400976,31.71909714,-104.0424652,4.841220379,2.192598343,2.472169876,2.754996777,0.2159014046,9.0,5.0,0.4464889568,0.2051333856
322,texnet2020byzz,Origin/20230222005115.499721.50887,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005115.499721.50887,2020-01-28 21:56:05.894317+00:00,1.746604215,31.71722412,-104.0281525,4.432511806,1.949730277,2.421709299,2.504289389,0.2177110761,10.0,5.0,0.3764587771,0.4191859238
323,texnet2020bzfb,Origin/20230222005115.554939.51193,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005115.554939.51193,2020-01-29 00:29:17.345365+00:00,1.547576966,31.71706009,-104.0369568,6.978998661,1.889612436,2.305375338,3.191546679,0.2178287655,13.0,7.0,0.3151777773,0.5480648559
324,texnet2020bzkl,Origin/20230222005115.646802.51644,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005115.646802.51644,2020-01-29 03:13:08.023335+00:00,1.33432253,31.7211895,-104.0497742,5.63902998,2.040444851,2.294255257,3.752231598,0.2141135186,10.0,6.0,0.2960564014,0.3474370799
325,texnet2020bzli,Origin/20230222005903.945562.48374,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005903.945562.48374,2020-01-29 03:39:01.734067+00:00,0.9421406375,31.71284676,-104.0333633,4.157112598,3.10875392,2.639791965,3.319952488,0.2220169157,6.0,4.0,0.2320245853,0.1276424701
327,texnet2020bzma,Origin/20230222005903.978002.48611,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005903.978002.48611,2020-01-29 04:00:05.647639+00:00,1.324124805,31.71628761,-104.0333481,5.453270912,2.01599741,2.922970057,7.186883926,0.2185865045,8.0,4.0,0.3144193065,0.1214465456
329,texnet2020bzlp,Origin/20230222005903.9715.48546,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005903.9715.48546,2020-01-29 03:47:49.640750+00:00,1.051828292,31.68324089,-104.0584488,4.646325111,3.339856863,2.601034164,3.22484374,0.226027891,7.0,4.0,0.2765316396,0.8622894409
331,texnet2020bzpf,Origin/20230222005904.021379.48930,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.021379.48930,2020-01-29 05:37:33.866987+00:00,1.531257471,31.71051216,-104.045433,4.341976166,1.928831816,2.050613403,2.163590908,0.2245501876,13.0,6.0,0.2412666771,0.6359580875
332,texnet2020bzpv,Origin/20230222005904.04438.49060,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.04438.49060,2020-01-29 05:56:13.477779+00:00,1.059565654,31.68823242,-104.0741425,4.977057934,4.948626518,3.081952572,3.414613485,0.2117784917,6.0,4.0,0.2560856532,0.3702389823
333,texnet2020bzpy,Origin/20230222005904.05689.49181,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.05689.49181,2020-01-29 05:59:47.333225+00:00,1.455844448,31.71117973,-104.0449677,4.900905132,1.937239885,2.13542819,2.178240299,0.2238685489,12.0,6.0,0.2754199612,0.3597511186
334,texnet2020bzra,Origin/20230222005904.123786.49650,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.123786.49650,2020-01-29 06:32:26.904885+00:00,1.70315098,31.71650887,-104.0587387,7.666322231,1.88392365,2.273109913,2.831973076,0.2146143019,16.0,9.0,0.2039188607,0.6810574481
335,texnet2020bzrh,Origin/20230222005904.12908.49714,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.12908.49714,2020-01-29 06:39:48.691986+00:00,1.20489573,31.70885277,-104.0432968,4.030675411,2.415298939,2.493085146,2.785256624,0.2261329293,8.0,4.0,0.2110145591,0.2096072526
337,texnet2020bzrn,Origin/20230222005904.258653.50419,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.258653.50419,2020-01-29 06:47:22.875301+00:00,1.647700575,31.71234512,-104.0472336,4.280371666,2.343180656,2.275623798,2.030370712,0.2227959931,12.0,7.0,0.2215265386,0.7189033328
338,texnet2020bzrz,Origin/20230222005904.370291.50814,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.370291.50814,2020-01-29 07:01:14.854535+00:00,1.262341398,31.65904617,-103.972168,2.859444141,4.363070965,2.979026794,3.865020037,0.2806558311,6.0,3.0,0.512771941,0.08074886824
339,texnet2020bzsf,Origin/20230222005904.395226.50943,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.395226.50943,2020-01-29 07:08:04.656322+00:00,1.501989743,31.73912239,-104.0980911,3.63668704,2.104080677,3.045064926,2.503938198,0.1767145097,10.0,6.0,0.3036865736,0.8416419253
340,texnet2020bzsp,Origin/20230222005904.39863.50972,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.39863.50972,2020-01-29 07:19:30.678357+00:00,1.351763767,31.71994781,-104.0554657,6.655362129,3.148665905,2.516968012,4.298005104,0.2157030851,8.0,5.0,0.3260463802,0.3258604951
342,texnet2020bztg,Origin/20230222005904.709624.52024,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.709624.52024,2020-01-29 07:39:51.454299+00:00,1.313338864,31.7122879,-104.0416794,2.98576045,2.372480631,2.292792797,2.378082514,0.2226661891,9.0,5.0,0.3293801847,0.4736263244
343,texnet2020bztj,Origin/20230222005904.732161.52242,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.732161.52242,2020-01-29 07:43:24.425432+00:00,1.008931968,31.72545624,-104.0484772,8.360700607,2.590436697,2.639817953,8.397562027,0.2098008394,7.0,4.0,0.2358652845,0.1882890536
344,texnet2020bzua,Origin/20230222005904.77046.52497,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005904.77046.52497,2020-01-29 08:02:43.926494+00:00,2.073524803,31.71396828,-104.0509949,5.101351738,1.715170741,2.116789818,3.426107407,0.2213644832,16.0,10.0,0.1651872634,0.5988413011
345,texnet2020bzug,Origin/20230222005905.109982.53613,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005905.109982.53613,2020-01-29 08:10:28.552330+00:00,1.901026189,31.71688461,-104.0342941,6.633444786,1.725252748,2.808978319,2.878298044,0.2179903686,16.0,9.0,0.1591594119,0.5226325575
347,texnet2020bzwq,Origin/20230222005906.04604.56543,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005906.04604.56543,2020-01-29 09:22:44.097490+00:00,1.446580014,31.70179176,-104.0391388,0.4169384539,1.94460547,2.837580204,2.510302782,0.233076781,9.0,6.0,0.4065085388,0.671803552
348,texnet2020bzxs,Origin/20230222005906.060351.56660,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005906.060351.56660,2020-01-29 09:54:49.820394+00:00,1.536744078,31.70100594,-104.0449753,3.949054241,2.486148119,2.145112038,2.516245604,0.2303677052,11.0,6.0,0.2295846702,0.7944159976
349,texnet2020bzxy,Origin/20230222005906.071373.56700,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005906.071373.56700,2020-01-29 10:01:25.381997+00:00,1.273985435,31.70476913,-104.0384369,4.018740177,2.412628889,2.312068701,2.335068226,0.2300985903,10.0,5.0,0.2671368794,0.2839255986
350,texnet2020bzys,Origin/20230222005906.092927.56811,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005906.092927.56811,2020-01-29 10:24:48.409880+00:00,1.425114631,31.73343658,-104.0491333,6.781949997,2.514184952,2.333249569,4.188492775,0.2018931508,10.0,6.0,0.2982466787,0.5576717473
351,texnet2020bzyz,Origin/20230222005906.103067.56874,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222005906.103067.56874,2020-01-29 10:33:06.684325+00:00,1.445465167,31.70856857,-104.0545197,4.566360474,2.367854357,2.305123091,2.108668327,0.2203065157,10.0,6.0,0.4261089898,0.7718629298
365,texnet2020cdbw,Origin/20230222011511.024613.48724,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.024613.48724,2020-01-31 03:25:51.392963+00:00,3.844091541,31.71471596,-104.0220795,6.753502369,1.378287673,1.842214465,2.486615419,0.2203908265,28.0,14.0,0.1417507193,0.3036962726
366,texnet2020cdby,Origin/20230222011511.197509.49725,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.197509.49725,2020-01-31 03:27:37.871115+00:00,3.631555237,31.70453072,-104.0130386,2.550901651,1.517945886,1.593823791,1.815888405,0.2310049981,22.0,11.0,0.1382279875,0.5048339684
367,texnet2020cdbz,Origin/20230222011511.552336.51495,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.552336.51495,2020-01-31 03:29:23.950708+00:00,2.696238038,31.74364853,-104.0458832,1.384936333,2.04194665,2.110045195,2.512517929,0.1915689409,11.0,6.0,0.2055929106,0.7617605705
369,texnet2020cdes,Origin/20230222011511.596775.51737,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.596775.51737,2020-01-31 04:52:09.349358+00:00,1.657777506,31.68417549,-104.0489426,1.627535224,1.949493051,2.13950634,2.182411194,0.2331101298,12.0,6.0,0.1851458776,0.9810009689
370,texnet2020cdey,Origin/20230222011511.602451.51787,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.602451.51787,2020-01-31 04:58:46.460432+00:00,1.109276791,31.72042465,-104.0363159,4.548342705,2.385542393,2.714458227,2.762871265,0.2144691199,8.0,4.0,0.3783569039,0.3441857832
371,texnet2020cdft,Origin/20230222011511.61586.51889,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.61586.51889,2020-01-31 05:23:04.858404+00:00,1.306623983,31.72659302,-104.0491867,5.998279095,2.514581919,2.326970816,4.827737808,0.2087056637,9.0,6.0,0.3650673009,0.1860918955
372,texnet2020cdga,Origin/20230222011511.628158.51994,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.628158.51994,2020-01-31 05:30:44.404888+00:00,1.829434998,31.70543671,-104.110672,8.918334961,2.631095886,2.925337791,3.542300463,0.1763873845,11.0,6.0,0.1940116945,0.633805497
375,texnet2020cdhv,Origin/20230222011511.954761.53525,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011511.954761.53525,2020-01-31 06:26:13.436663+00:00,1.124861854,31.71624184,-104.0707092,11.2911911,4.222424984,5.014979839,6.389541626,0.2048814744,7.0,4.0,0.3845327028,0.3230249847
378,texnet2020cdjz,Origin/20230222011512.235775.54650,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011512.235775.54650,2020-01-31 07:31:37.453773+00:00,1.168607797,31.65625763,-104.0543137,6.221469879,3.686114788,3.068470716,4.142424107,0.2411905825,9.0,5.0,0.2315760974,0.2521380813
379,texnet2020cdkb,Origin/20230222011512.28317.55084,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011512.28317.55084,2020-01-31 07:33:18.931224+00:00,1.606221028,31.70742989,-104.0255814,0.5220461488,1.772842407,1.918965578,1.98286283,0.2275325954,14.0,7.0,0.2725173424,0.8083981299
380,texnet2020cdnu,Origin/20230222011512.374755.55465,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011512.374755.55465,2020-01-31 09:27:02.775846+00:00,1.619181969,31.69278526,-104.0578995,5.0,1.854379416,1.920842409,fixed,0.2228094339,13.0,7.0,0.3426810724,0.9239916842
381,texnet2020cdoo,Origin/20230222011512.383718.55508,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011512.383718.55508,2020-01-31 09:49:54.015855+00:00,1.654675367,31.71280479,-104.0450211,4.787255764,1.720530629,2.080698967,2.062721729,0.2222516835,14.0,7.0,0.2101810408,0.530272648
382,texnet2020cdor,Origin/20230222011512.395795.55581,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011512.395795.55581,2020-01-31 09:53:25.007097+00:00,1.294855475,31.71501541,-104.026001,4.739866257,2.403416872,2.336729288,2.383828878,0.2199624479,9.0,5.0,0.3216963073,0.2810756275
384,texnet2020cdum,Origin/20230222011512.447231.55897,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222011512.447231.55897,2020-01-31 12:49:53.548065+00:00,1.799220851,31.71795654,-104.026474,6.204080105,2.218754053,2.276936769,3.120978355,0.2170192003,14.0,8.0,0.1456480078,0.5221293917
400,texnet2020cfbe,Origin/20230222012315.122858.48817,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222012315.122858.48817,2020-02-01 05:20:57.073776+00:00,1.268110939,31.61359024,-104.1132507,6.424607754,2.895855904,3.050427437,3.690032482,0.2266233265,9.0,5.0,0.3389584568,0.1980698383
413,texnet2020cgkb,Origin/20230222013112.469238.47993,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222013112.469238.47993,2020-02-01 22:58:10.466278+00:00,1.402646959,31.70148849,-104.0390091,2.884931803,2.62442565,4.638394833,2.640385151,0.2333770841,7.0,4.0,0.412321649,0.547395391
479,texnet2020cpah,Origin/20230222020316.622349.54105,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222020316.622349.54105,2020-02-06 16:15:51.723967+00:00,1.616449233,31.62752151,-104.0957108,2.441477776,2.497452736,2.826881886,2.362994909,0.2282999307,10.0,5.0,0.3988453654,0.2733426248
482,texnet2020cqle,Origin/20230222021115.917112.52655,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222021115.917112.52655,2020-02-07 10:53:39.847983+00:00,2.26586887,31.71180153,-104.0146408,4.388214111,1.469436765,1.681879878,1.627813339,0.223673448,23.0,12.0,0.1682627732,0.3492991698
485,texnet2020crnm,Origin/20230222021918.248976.47923,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222021918.248976.47923,2020-02-08 01:12:04.747818+00:00,1.541677665,31.71715927,-104.0475998,6.979338646,2.462373018,3.265339613,4.743638039,0.2180187106,8.0,4.0,0.3497896305,0.4488441048
487,texnet2020crsq,Origin/20230222021918.28507.48249,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222021918.28507.48249,2020-02-08 03:47:40.982747+00:00,1.67884103,31.62869835,-104.1137848,4.861049175,2.55274868,2.460747957,1.943450809,0.2159004807,13.0,7.0,0.3759484968,0.4351865907
490,texnet2020csjm,Origin/20230222021918.332926.48557,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222021918.332926.48557,2020-02-08 12:18:21.689852+00:00,1.477048455,31.69954681,-104.0630493,1.149745226,2.228785038,2.63664341,2.646781445,0.2163121253,9.0,5.0,0.390957596,0.8345771464
509,texnet2020cvge,Origin/20230222023516.082766.48025,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222023516.082766.48025,2020-02-10 02:02:48.052332+00:00,1.779441103,31.61833382,-103.9711533,4.884739876,1.969501615,2.079930782,1.975812078,0.2616431713,13.0,8.0,0.3304073076,0.4309102301
510,texnet2020cvgf,Origin/20230222023516.114377.48187,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222023516.114377.48187,2020-02-10 02:03:55.192961+00:00,1.611526479,31.62351799,-103.9847717,5.168186188,2.051656008,2.353930712,3.027488232,0.2716228068,12.0,7.0,0.2662225378,0.7591657514
527,texnet2020cyop,Origin/20230222025050.867263.47940,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222025050.867263.47940,2020-02-11 21:42:01.208734+00:00,1.695386519,31.70107079,-104.0274277,3.312614918,2.531288385,2.020213127,2.915615559,0.2338257879,12.0,6.0,0.225638698,0.6032523502
528,texnet2020cysc,Origin/20230222025050.915894.48200,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222025050.915894.48200,2020-02-11 23:29:14.385536+00:00,1.570022037,31.70684814,-104.1328888,4.212276936,2.083913326,2.142715931,2.067040682,0.1585122049,13.0,7.0,0.2981130499,0.3207532578
538,texnet2020dbmz,Origin/20230222030636.277851.47780,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222030636.277851.47780,2020-02-13 12:17:49.645398+00:00,1.533683079,31.62679672,-104.0481796,24.6049614,3.41676569,4.624919415,4.87614727,0.2611202896,7.0,5.0,0.3165798724,0.6775353958
547,texnet2020ddps,Origin/20230222031418.176038.48567,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222031418.176038.48567,2020-02-14 15:56:57.271955+00:00,2.06090764,31.61481094,-104.0926971,2.753726959,2.528541803,2.800589561,2.229286432,0.2385330945,11.0,6.0,0.2470081021,0.3025148791
548,texnet2020ddrs,Origin/20230222031418.182899.48610,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222031418.182899.48610,2020-02-14 16:58:17.826535+00:00,1.998974824,31.71865654,-104.0857239,5.472994328,3.601383209,5.110012054,11.19760418,0.1919314861,6.0,4.0,1.262519405,0.437644406
573,texnet2020dgtz,Origin/20230222032951.799701.48155,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222032951.799701.48155,2020-02-16 09:31:29.832085+00:00,1.995005516,31.6475563,-103.9640427,5.0,3.872069359,2.659118652,fixed,0.2884334624,11.0,6.0,0.2454745316,0.985267482
603,texnet2020dksu,Origin/20230222034526.69377.52956,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222034526.69377.52956,2020-02-18 13:28:07.091891+00:00,4.178314921,31.71776581,-104.0312881,6.855713844,2.346048355,3.122166872,4.525128365,0.2171251476,18.0,14.0,0.18490387,0.314388378
605,texnet2020dkuz,Origin/20230222034527.003124.54287,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222034527.003124.54287,2020-02-18 14:34:37.061905+00:00,2.069990299,31.70114517,-104.0084686,5.185337543,3.295271873,3.059486151,4.161121368,0.2347002327,12.0,9.0,0.1440994842,0.7508435691
626,texnet2020dqwr,Origin/20230222041529.951133.48111,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222041529.951133.48111,2020-02-21 22:14:53.610378+00:00,1.503812946,31.73674202,-104.1012268,6.011399269,2.518010855,2.955781937,4.981330872,0.1745903641,7.0,4.0,0.4418893517,0.2270098665
628,texnet2020draw,Origin/20230222041530.010606.48395,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222041530.010606.48395,2020-02-22 00:21:33.740660+00:00,1.685386661,31.69566727,-104.0174637,1.985252976,2.606085539,2.19126749,3.073559523,0.2395635545,12.0,7.0,0.2078298299,0.3592386521
642,texnet2020dspz,Origin/20230222042315.236996.48259,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222042315.236996.48259,2020-02-22 21:07:45.548698+00:00,1.312454063,31.72487831,-103.9861526,0.1094573885,2.273030996,3.298446178,2.834491968,0.2139524966,7.0,4.0,0.435301724,0.5366059868
645,texnet2020dthz,Origin/20230222042315.408742.49130,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222042315.408742.49130,2020-02-23 06:13:54.695860+00:00,2.08675353,31.62494087,-104.0948181,4.900298595,1.713649154,1.956502914,1.72667253,0.230538398,24.0,13.0,0.1631263223,0.6285684723
648,texnet2020dtrj,Origin/20230222042315.564395.49895,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222042315.564395.49895,2020-02-23 10:58:20.051043+00:00,1.793966937,31.61278152,-103.9696426,6.507768154,1.84228158,2.231975317,2.916791201,0.2570200861,17.0,9.0,0.2070562722,0.3512913097
656,texnet2020dwam,Origin/20230222043103.896538.51016,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222043103.896538.51016,2020-02-24 17:50:15.207455+00:00,1.840369425,31.61549568,-104.0965424,2.261836529,2.837857962,3.172303677,2.484000206,0.2356387377,9.0,5.0,0.3006029055,0.5282648412
658,texnet2020dwij,Origin/20230222043846.73138.48832,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222043846.73138.48832,2020-02-24 21:49:11.535099+00:00,2.200262196,31.62249184,-104.1023712,4.766426563,1.870555162,2.016530514,1.946857095,0.2272766083,19.0,11.0,0.09243370187,0.604503657
666,texnet2020dxkm,Origin/20230222043847.029692.50620,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222043847.029692.50620,2020-02-25 12:02:15.652067+00:00,1.381343027,31.61423874,-104.109993,2.982656956,2.82511282,2.801657438,2.340407372,0.2281449139,10.0,5.0,0.2707738428,0.2637398793
684,texnet2020eacm,Origin/20230222045410.791065.50041,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222045410.791065.50041,2020-02-26 23:24:04.085666+00:00,2.190262677,31.71291924,-104.0180511,4.65203619,1.523471594,1.803698421,1.896303892,0.2223647684,18.0,11.0,0.1309957851,0.3076175081
687,texnet2020ebdd,Origin/20230222045411.027156.51109,scevent@BEGW-YC-A55389.beg.utexas.edu,Western Texas,Origin/20230222045411.027156.51109,2020-02-27 12:52:19.079025+00:00,1.362737615,31.62381935,-104.0705338,3.723543882,2.980981827,5.483800888,3.018498182,0.2473909557,6.0,4.0,0.3583499239,0.1123233728
